algorithm,seed,episode,cumulative_steps,eval_return,eval_return_std,eval_success_rate,eval_episode_length
Q-Learning,0,1,200,-790.18,114.99488719779089,0.02,197.68
Q-Learning,0,400,78123,-178.8,64.24824304752526,0.1,180.9
Q-Learning,0,800,150366,-145.4,93.05473482563575,0.26,150.86
Q-Learning,0,1200,209404,-27.8,81.52625719512027,0.82,45.02
Q-Learning,0,1600,251300,-32.66,84.55395813759812,0.8,49.46
Q-Learning,0,2000,282948,4.06,29.557560585324055,0.98,16.52
Q-Learning,0,2400,306723,-0.42,41.246936806487426,0.96,20.58
Q-Learning,0,2800,326739,8.18,2.5450231545396313,1.0,12.82
Q-Learning,0,3200,343863,7.78,2.63640138159916,1.0,13.22
Q-Learning,0,3600,358349,8.88,2.4128905520819903,1.0,12.12
Q-Learning,0,4000,370448,7.96,2.769808068205066,1.0,13.04
Q-Learning,0,4400,381572,7.84,2.3935286904143713,1.0,13.16
Q-Learning,0,4800,391542,8.14,2.4412275266215344,1.0,12.86
Q-Learning,0,5200,400407,7.2,2.040408122440814,1.0,13.8
Q-Learning,0,5600,408698,7.54,2.400765184141872,1.0,13.46
Q-Learning,0,6000,416222,7.94,2.736077931817658,1.0,13.06
Q-Learning,0,6400,423331,8.14,3.0034673839631774,1.0,12.86
Q-Learning,0,6800,429811,8.34,2.352679757386527,1.0,12.66
Q-Learning,0,7200,436046,7.98,2.535382272026473,1.0,13.02
Q-Learning,0,7600,441829,8.06,2.787801415935841,1.0,12.94
Q-Learning,0,8000,447330,7.32,2.342508684887958,1.0,13.68
Q-Learning,0,8400,452665,8.14,2.563559387783688,1.0,12.86
Q-Learning,0,8800,457859,8.34,2.8183799080539957,1.0,12.66
Q-Learning,0,9200,463173,7.9,2.3754698783308417,1.0,13.1
Q-Learning,0,9600,468484,8.32,2.1706765615111516,1.0,12.68
Q-Learning,0,10000,473787,8.12,2.5765029297361135,1.0,12.88
Q-Learning,1,1,200,-773.96,85.89503798835185,0.02,198.74
Q-Learning,1,400,77727,-182.98,58.30584036276437,0.08,184.66
Q-Learning,1,800,150075,-132.74,99.04911377077288,0.32,139.46
Q-Learning,1,1200,212209,-57.56,98.71504237874153,0.68,71.84
Q-Learning,1,1600,257736,-15.98,68.68962729524148,0.88,34.46
Q-Learning,1,2000,288531,-0.2,41.27261284954675,0.96,20.36
Q-Learning,1,2400,312390,7.86,2.672688778388245,1.0,13.14
Q-Learning,1,2800,332124,3.6,29.465303012741156,0.98,16.98
Q-Learning,1,3200,349314,7.62,2.3980434201444223,1.0,13.38
Q-Learning,1,3600,363804,7.94,2.427815008250364,1.0,13.06
Q-Learning,1,4000,376309,7.64,2.4970186304503867,1.0,13.36
Q-Learning,1,4400,387502,8.1,2.6438222176173922,1.0,12.9
Q-Learning,1,4800,397896,7.58,2.2775747932341344,1.0,13.42
Q-Learning,1,5200,406945,7.92,2.754143446236775,1.0,13.08
Q-Learning,1,5600,415386,8.2,2.8855728395320224,1.0,12.8
Q-Learning,1,6000,423098,8.08,2.5780866184527036,1.0,12.92
Q-Learning,1,6400,430233,8.78,2.667185323711198,1.0,12.22
Q-Learning,1,6800,436661,7.12,2.3442504567732585,1.0,13.88
Q-Learning,1,7200,442798,7.32,2.574918266981042,1.0,13.68
Q-Learning,1,7600,448516,8.14,2.618692616632995,1.0,12.86
Q-Learning,1,8000,453905,8.38,2.9615908576579693,1.0,12.62
Q-Learning,1,8400,459147,7.36,2.804951889434258,1.0,13.64
Q-Learning,1,8800,464471,8.2,3.023715784073818,1.0,12.8
Q-Learning,1,9200,469742,8.08,2.5220658846530184,1.0,12.92
Q-Learning,1,9600,475008,7.6,2.7627256579733883,1.0,13.4
Q-Learning,1,10000,480231,8.52,2.7718703624308354,1.0,12.48
Q-Learning,2,1,200,-762.4,134.1496270922122,0.08,192.4
Q-Learning,2,400,77983,-191.44,42.36101403654168,0.04,192.28
Q-Learning,2,800,151812,-153.66,88.14473487233532,0.22,158.28
Q-Learning,2,1200,213098,-78.68,104.29480195237782,0.58,90.86
Q-Learning,2,1600,256675,-20.8,73.06189715800248,0.86,38.86
Q-Learning,2,2000,288718,4.58,29.609768106942997,0.98,16.0
Q-Learning,2,2400,314940,8.32,2.419647469684586,1.0,12.68
Q-Learning,2,2800,335583,7.54,2.476089741540735,1.0,13.46
Q-Learning,2,3200,351892,7.36,2.7087160901694474,1.0,13.64
Q-Learning,2,3600,366666,8.3,3.111860130113138,1.0,12.7
Q-Learning,2,4000,379343,7.98,2.486617241579904,1.0,13.02
Q-Learning,2,4400,390603,6.66,2.076201397961662,1.0,14.34
Q-Learning,2,4800,400681,8.06,2.436206485669129,1.0,12.94
Q-Learning,2,5200,409519,8.42,3.0844574159842777,1.0,12.58
Q-Learning,2,5600,417935,8.04,2.539162645199301,1.0,12.96
Q-Learning,2,6000,425617,7.92,2.640655453573941,1.0,13.08
Q-Learning,2,6400,432584,7.86,2.5952075140181616,1.0,13.14
Q-Learning,2,6800,439244,8.66,2.8969371580963204,1.0,12.34
Q-Learning,2,7200,445345,7.46,2.851494416645992,1.0,13.54
Q-Learning,2,7600,451078,7.9,2.3408528011677054,1.0,13.1
Q-Learning,2,8000,456523,7.7,2.5253813613805267,1.0,13.3
Q-Learning,2,8400,461856,7.32,2.4697351754256354,1.0,13.68
Q-Learning,2,8800,467038,7.48,2.500938599316469,1.0,13.52
Q-Learning,2,9200,472298,7.78,2.735182715980035,1.0,13.22
Q-Learning,2,9600,477604,7.74,2.52182311765411,1.0,13.26
Q-Learning,2,10000,482901,8.32,2.721344205666436,1.0,12.68
Q-Learning,3,1,200,-752.96,144.5421991908895,0.04,197.42
Q-Learning,3,400,77869,-200.0,0.0,0.0,200.0
Q-Learning,3,800,151048,-136.9,97.37666191503119,0.3,143.2
Q-Learning,3,1200,210650,-78.12,104.78036114479016,0.58,90.3
Q-Learning,3,1600,253560,-16.48,68.5003321904652,0.88,34.96
Q-Learning,3,2000,285216,-0.14,41.297334004973834,0.96,20.3
Q-Learning,3,2400,309989,4.22,29.5650717805277,0.98,16.36
Q-Learning,3,2800,329654,7.42,2.7559953200398644,1.0,13.58
Q-Learning,3,3200,346390,8.26,2.4727907063783254,1.0,12.74
Q-Learning,3,3600,360714,8.62,2.5784823886486854,1.0,12.38
Q-Learning,3,4000,372977,7.4,2.2677868380553634,1.0,13.6
Q-Learning,3,4400,383751,8.14,2.821274860189041,1.0,12.86
Q-Learning,3,4800,393653,7.4,2.920721185751553,1.0,13.6
Q-Learning,3,5200,402665,8.54,2.651222282615461,1.0,12.46
Q-Learning,3,5600,410813,8.6,2.6878411031752543,1.0,12.4
Q-Learning,3,6000,418492,7.22,2.5498299263012085,1.0,13.78
Q-Learning,3,6400,425718,8.08,2.6713903740584684,1.0,12.92
Q-Learning,3,6800,432233,8.2,2.5071326821120348,1.0,12.8
Q-Learning,3,7200,438447,8.14,2.6030594244747736,1.0,12.86
Q-Learning,3,7600,444292,7.66,2.6924687101435443,1.0,13.34
Q-Learning,3,8000,449703,8.04,2.9343844746212038,1.0,12.96
Q-Learning,3,8400,454983,8.02,2.5029778183563023,1.0,12.98
Q-Learning,3,8800,460186,7.88,1.975771613670911,1.0,13.12
Q-Learning,3,9200,465447,7.98,2.3775308749256,1.0,13.02
Q-Learning,3,9600,470731,8.38,3.0094409271287503,1.0,12.62
Q-Learning,3,10000,476048,7.46,2.8371442957844146,1.0,13.54
Q-Learning,4,1,200,-753.58,117.9207776259908,0.08,195.28
Q-Learning,4,400,78323,-195.7,30.405591591021544,0.02,196.12
Q-Learning,4,800,151339,-153.52,88.41466311116739,0.22,158.14
Q-Learning,4,1200,212051,-66.4,101.23925994939928,0.64,79.84
Q-Learning,4,1600,256269,-28.62,81.13729608710491,0.82,45.84
Q-Learning,4,2000,289446,4.24,29.566638673494484,0.98,16.34
Q-Learning,4,2400,314264,7.16,1.9625056869799313,1.0,13.84
Q-Learning,4,2800,334086,7.48,2.4347819749016795,1.0,13.52
Q-Learning,4,3200,351402,8.1,2.901442287369986,1.0,12.9
Q-Learning,4,3600,365624,7.48,2.4763369920023375,1.0,13.52
Q-Learning,4,4000,378563,8.4,2.474358296526968,1.0,12.6
Q-Learning,4,4400,389652,8.32,2.271743015072482,1.0,12.68
Q-Learning,4,4800,399634,8.18,2.3963407478052527,1.0,12.82
Q-Learning,4,5200,408623,8.42,2.5800648623392304,1.0,12.58
Q-Learning,4,5600,416840,7.42,2.6115129714401193,1.0,13.58
Q-Learning,4,6000,424562,7.84,2.6981475126464085,1.0,13.16
Q-Learning,4,6400,431603,8.04,2.9204416775270032,1.0,12.96
Q-Learning,4,6800,438181,8.24,2.6920896973866806,1.0,12.76
Q-Learning,4,7200,444331,8.42,2.9629687263738353,1.0,12.58
Q-Learning,4,7600,450042,8.2,2.5951288749407073,1.0,12.8
Q-Learning,4,8000,455567,7.68,2.298535469842145,1.0,13.32
Q-Learning,4,8400,460868,7.38,2.834841535361764,1.0,13.62
Q-Learning,4,8800,466235,7.56,2.434111328428442,1.0,13.44
Q-Learning,4,9200,471470,7.46,2.5250580918756973,1.0,13.54
Q-Learning,4,9600,476848,7.02,2.7956964011399625,1.0,13.98
Q-Learning,4,10000,482146,8.22,2.6441309671475377,1.0,12.78
Q-Learning,5,1,195,-793.28,69.5437140456656,0.02,198.98
Q-Learning,5,400,77147,-191.52,41.96560301883786,0.04,192.36
Q-Learning,5,800,149911,-162.38,81.1189325896846,0.18,166.16
Q-Learning,5,1200,208798,-50.14,94.41917178200622,0.72,65.26
Q-Learning,5,1600,251948,-49.48,94.83331025907447,0.72,64.6
Q-Learning,5,2000,283425,4.42,29.601496101186704,0.98,16.16
Q-Learning,5,2400,306884,4.22,29.596118057637774,0.98,16.36
Q-Learning,5,2800,327150,7.68,2.6529921498072273,1.0,13.32
Q-Learning,5,3200,343915,7.42,2.587962716193602,1.0,13.58
Q-Learning,5,3600,357890,8.12,2.6774950218136233,1.0,12.88
Q-Learning,5,4000,369850,8.54,2.73458574260773,1.0,12.46
Q-Learning,5,4400,380623,8.12,2.9041841736167,1.0,12.88
Q-Learning,5,4800,390621,7.4,2.531435020952764,1.0,13.6
Q-Learning,5,5200,399852,7.9,2.358224859888454,1.0,13.1
Q-Learning,5,5600,408041,8.04,2.586937358723474,1.0,12.96
Q-Learning,5,6000,415778,7.66,2.6542995540158953,1.0,13.34
Q-Learning,5,6400,422974,8.32,2.4448195960321604,1.0,12.68
Q-Learning,5,6800,429514,7.84,2.4937472827462055,1.0,13.16
Q-Learning,5,7200,435516,7.64,2.135797896117801,1.0,13.36
Q-Learning,5,7600,441206,7.02,2.4948109412645003,1.0,13.98
Q-Learning,5,8000,446631,8.1,2.7792966369062455,1.0,12.9
Q-Learning,5,8400,451888,7.46,2.5331274531451338,1.0,13.54
Q-Learning,5,8800,457114,7.92,2.5139610179953067,1.0,13.08
Q-Learning,5,9200,462441,7.44,2.3137565532603257,1.0,13.56
Q-Learning,5,9600,467770,7.66,2.471139537186214,1.0,13.34
Q-Learning,5,10000,473062,7.1,2.6049403612586386,1.0,13.9
Q-Learning,6,1,200,-747.22,156.05091921470728,0.06,193.0
Q-Learning,6,400,78442,-191.46,42.262160428468775,0.04,192.3
Q-Learning,6,800,151392,-123.76,102.68906107909508,0.36,131.32
Q-Learning,6,1200,212162,-53.44,96.93847407042284,0.7,68.14
Q-Learning,6,1600,257442,-12.5,63.17621936993026,0.9,31.4
Q-Learning,6,2000,287745,3.06,29.44688057350395,0.98,17.52
Q-Learning,6,2400,312190,8.54,2.901160921747974,1.0,12.46
Q-Learning,6,2800,332358,7.76,2.254790817937012,1.0,13.24
Q-Learning,6,3200,348678,7.8,2.4743582965269675,1.0,13.2
Q-Learning,6,3600,363288,7.52,3.0387967543561896,1.0,13.48
Q-Learning,6,4000,375780,7.7,2.392590603492032,1.0,13.3
Q-Learning,6,4400,386856,8.54,2.6589087833860243,1.0,12.46
Q-Learning,6,4800,396765,8.56,2.60423516916705,1.0,12.44
Q-Learning,6,5200,405777,8.08,2.363325225704025,1.0,12.92
Q-Learning,6,5600,413856,7.6,2.57935286932397,1.0,13.4
Q-Learning,6,6000,421310,8.2,2.864276807966203,1.0,12.8
Q-Learning,6,6400,428372,8.24,2.8468385616185485,1.0,12.76
Q-Learning,6,6800,435066,7.32,2.6452884569377613,1.0,13.68
Q-Learning,6,7200,441210,7.96,2.4822636147398254,1.0,13.04
Q-Learning,6,7600,446913,8.12,2.2824977367715715,1.0,12.88
Q-Learning,6,8000,452236,8.26,2.7015490643219446,1.0,12.74
Q-Learning,6,8400,457449,7.7,2.734884245582378,1.0,13.3
Q-Learning,6,8800,462765,8.34,2.5282889269146405,1.0,12.66
Q-Learning,6,9200,468033,8.6,2.3819045715047236,1.0,12.4
Q-Learning,6,9600,473232,8.32,2.342508684887958,1.0,12.68
Q-Learning,6,10000,478522,8.24,3.0004081355028744,1.0,12.76
Q-Learning,7,1,200,-831.0,215.56172467035316,0.02,197.1
Q-Learning,7,400,77306,-200.0,0.0,0.0,200.0
Q-Learning,7,800,150321,-166.4,77.7696756388992,0.16,169.76
Q-Learning,7,1200,208427,-57.8,98.55424280826372,0.68,72.08
Q-Learning,7,1600,254305,-25.08,77.15313159091933,0.84,42.72
Q-Learning,7,2000,286948,-1.2,41.05745103771404,0.96,21.36
Q-Learning,7,2400,311847,7.72,2.6267074136139894,1.0,13.28
Q-Learning,7,2800,331520,8.38,2.9890275532831265,1.0,12.62
Q-Learning,7,3200,348516,8.02,2.676351461011267,1.0,12.98
Q-Learning,7,3600,362946,8.24,3.1007569846008605,1.0,12.76
Q-Learning,7,4000,375348,7.46,2.224263235045598,1.0,13.54
Q-Learning,7,4400,386474,8.2,2.457807219155036,1.0,12.8
Q-Learning,7,4800,396609,7.6,2.4907993963089567,1.0,13.4
Q-Learning,7,5200,405399,7.72,2.4162713727846827,1.0,13.28
Q-Learning,7,5600,413629,8.12,2.544622180367122,1.0,12.88
Q-Learning,7,6000,421395,7.94,2.6985256745724198,1.0,13.06
Q-Learning,7,6400,428309,7.8,2.57935286932397,1.0,13.2
Q-Learning,7,6800,434920,8.14,2.5715079352832046,1.0,12.86
Q-Learning,7,7200,441080,8.46,2.970672980855293,1.0,12.54
Q-Learning,7,7600,446906,8.14,2.5395644813829876,1.0,12.86
Q-Learning,7,8000,452395,7.76,2.290708828894565,1.0,13.24
Q-Learning,7,8400,457802,7.52,2.6668027176178364,1.0,13.48
Q-Learning,7,8800,463081,7.38,2.863492943370857,1.0,13.62
Q-Learning,7,9200,468351,7.88,2.504200552704049,1.0,13.12
Q-Learning,7,9600,473712,7.06,2.5904849439628017,1.0,13.94
Q-Learning,7,10000,478996,7.78,2.2793661847280338,1.0,13.22
Q-Learning,8,1,200,-776.86,90.41175876206026,0.06,199.24
Q-Learning,8,400,77920,-200.0,0.0,0.0,200.0
Q-Learning,8,800,149938,-132.6,99.25559666531534,0.32,139.32
Q-Learning,8,1200,209634,-61.98,100.08006794562043,0.66,75.84
Q-Learning,8,1600,253824,-25.22,77.07862140406391,0.84,42.86
Q-Learning,8,2000,287583,7.98,2.9101511286936175,1.0,13.02
Q-Learning,8,2400,312746,8.38,2.4980808960610754,1.0,12.62
Q-Learning,8,2800,333264,3.28,29.402235094826185,0.98,17.3
Q-Learning,8,3200,349693,6.96,2.4904716379818175,1.0,14.04
Q-Learning,8,3600,363963,7.7,2.4598821939603663,1.0,13.3
Q-Learning,8,4000,376460,8.0,2.4411439272335804,1.0,13.0
Q-Learning,8,4400,387757,7.54,2.8227212228700194,1.0,13.46
Q-Learning,8,4800,397799,7.6,2.276768207215604,1.0,13.4
Q-Learning,8,5200,406793,8.28,2.6111222077247684,1.0,12.72
Q-Learning,8,5600,415119,7.82,2.512743033224927,1.0,13.18
Q-Learning,8,6000,422969,8.1,2.7124053637210754,1.0,12.9
Q-Learning,8,6400,429975,8.1,2.168889492955568,1.0,12.9
Q-Learning,8,6800,436479,8.26,2.5137174682537577,1.0,12.74
Q-Learning,8,7200,442527,7.94,2.558778407517054,1.0,13.06
Q-Learning,8,7600,448275,8.26,2.9402901425622914,1.0,12.74
Q-Learning,8,8000,453707,8.08,3.180553154303028,1.0,12.92
Q-Learning,8,8400,459030,7.98,2.2541571572975827,1.0,13.02
Q-Learning,8,8800,464377,8.12,2.5365893862203466,1.0,12.88
Q-Learning,8,9200,469654,8.8,2.9346626548820196,1.0,12.2
Q-Learning,8,9600,474864,8.26,2.671161178367252,1.0,12.74
Q-Learning,8,10000,480145,7.84,2.6446711920928307,1.0,13.16
Q-Learning,9,1,200,-736.02,142.83392525615764,0.08,193.74
Q-Learning,9,400,78180,-200.0,0.0,0.0,200.0
Q-Learning,9,800,151212,-149.6,90.60274357246111,0.24,154.64
Q-Learning,9,1200,212111,-78.86,104.14609244435708,0.58,91.04
Q-Learning,9,1600,255905,-9.16,56.88884973779832,0.92,28.48
Q-Learning,9,2000,287428,4.36,29.597131686729924,0.98,16.22
Q-Learning,9,2400,312357,8.0,2.356060357495806,1.0,13.0
Q-Learning,9,2800,333485,8.42,2.755995320039864,1.0,12.58
Q-Learning,9,3200,350693,8.28,2.850277465906269,1.0,12.72
Q-Learning,9,3600,364672,7.76,2.503548502034825,1.0,13.24
Q-Learning,9,4000,377208,8.38,2.3637569542521732,1.0,12.62
Q-Learning,9,4400,387992,7.38,2.2577756798247615,1.0,13.62
Q-Learning,9,4800,397720,7.88,2.6468309892613635,1.0,13.12
Q-Learning,9,5200,406734,8.68,2.683585782690992,1.0,12.32
Q-Learning,9,5600,414984,8.38,2.33771212068203,1.0,12.62
Q-Learning,9,6000,422406,8.1,2.70487088982307,1.0,12.9
Q-Learning,9,6400,429692,7.14,2.8357052896582746,1.0,13.86
Q-Learning,9,6800,436243,8.06,2.6681033544831205,1.0,12.94
Q-Learning,9,7200,442460,8.3,2.8302303937369926,1.0,12.7
Q-Learning,9,7600,448233,8.12,2.4381324401923634,1.0,12.88
Q-Learning,9,8000,453681,7.68,2.461458004964554,1.0,13.32
Q-Learning,9,8400,458984,7.84,2.4357875983939565,1.0,13.16
Q-Learning,9,8800,464299,7.64,2.6245310562662665,1.0,13.36
Q-Learning,9,9200,469697,8.08,2.4976723858302106,1.0,12.92
Q-Learning,9,9600,474991,8.4,2.634155559226539,1.0,12.6
Q-Learning,9,10000,480325,7.8,2.687841103175254,1.0,13.2
Q-Learning,10,1,200,-860.84,308.1032400521167,0.02,198.14
Q-Learning,10,400,77352,-200.0,0.0,0.0,200.0
Q-Learning,10,800,150911,-153.76,87.95535973505224,0.22,158.38
Q-Learning,10,1200,209836,-53.54,96.87046052563691,0.7,68.24
Q-Learning,10,1600,252597,-12.42,63.19780737607009,0.9,31.32
Q-Learning,10,2000,286166,-12.68,63.11455086279427,0.9,31.58
Q-Learning,10,2400,311406,8.1,3.025402654935339,1.0,12.9
Q-Learning,10,2800,331685,8.14,2.5715079352832046,1.0,12.86
Q-Learning,10,3200,348774,7.72,2.5875683960200226,1.0,13.28
Q-Learning,10,3600,363469,7.56,2.7786356951803906,1.0,13.44
Q-Learning,10,4000,375955,8.16,2.3243168845043134,1.0,12.84
Q-Learning,10,4400,387078,8.4,2.955451552225315,1.0,12.6
Q-Learning,10,4800,396975,7.44,2.2329627065805626,1.0,13.56
Q-Learning,10,5200,405935,8.04,2.2311340577548155,1.0,12.96
Q-Learning,10,5600,414255,7.92,2.7467234654981865,1.0,13.08
Q-Learning,10,6000,421934,8.14,2.7181175959303383,1.0,12.86
Q-Learning,10,6400,428954,8.08,2.562205682450898,1.0,12.92
Q-Learning,10,6800,435374,8.3,2.894399941336401,1.0,12.7
Q-Learning,10,7200,441668,8.08,2.5381979788014637,1.0,12.92
Q-Learning,10,7600,447414,7.72,2.303856571499366,1.0,13.28
Q-Learning,10,8000,452907,8.1,2.533449692995457,1.0,12.9
Q-Learning,10,8400,458155,8.66,2.395659340029251,1.0,12.34
Q-Learning,10,8800,463548,8.06,2.9513746364868623,1.0,12.94
Q-Learning,10,9200,468714,8.06,2.9375124836903646,1.0,12.94
Q-Learning,10,9600,473991,8.16,2.5423755563228174,1.0,12.84
Q-Learning,10,10000,479285,7.8,2.4660966430902955,1.0,13.2
Q-Learning,11,1,200,-827.66,320.3339208019134,0.08,195.2
Q-Learning,11,400,77908,-195.7,30.405591591021544,0.02,196.12
Q-Learning,11,800,150868,-153.56,88.33428160189253,0.22,158.18
Q-Learning,11,1200,213177,-57.86,98.51530700498127,0.68,72.14
Q-Learning,11,1600,258013,-29.16,80.88953414808294,0.82,46.38
Q-Learning,11,2000,290224,-13.14,62.96128061866958,0.9,32.04
Q-Learning,11,2400,314975,7.86,2.523441123157189,1.0,13.14
Q-Learning,11,2800,335155,7.78,2.7648670485067393,1.0,13.22
Q-Learning,11,3200,351295,7.48,2.7644979615821454,1.0,13.52
Q-Learning,11,3600,365592,7.88,2.504200552704049,1.0,13.12
Q-Learning,11,4000,378494,7.76,2.7742253929001954,1.0,13.24
Q-Learning,11,4400,389472,8.5,2.823010406481358,1.0,12.5
Q-Learning,11,4800,399208,8.36,2.529499426159013,1.0,12.64
Q-Learning,11,5200,408409,7.9,2.7199189663799674,1.0,13.1
Q-Learning,11,5600,416706,7.92,2.6637398904700946,1.0,13.08
Q-Learning,11,6000,424294,7.98,2.736674579686456,1.0,13.02
Q-Learning,11,6400,431539,8.3,2.5172871695294425,1.0,12.7
Q-Learning,11,6800,438136,7.42,2.365483080489403,1.0,13.58
Q-Learning,11,7200,444235,8.48,2.5494297081376245,1.0,12.52
Q-Learning,11,7600,450065,7.86,2.6954988936585167,1.0,13.14
Q-Learning,11,8000,455437,7.98,2.6991306234506283,1.0,13.02
Q-Learning,11,8400,460786,8.52,2.7571058472719585,1.0,12.48
Q-Learning,11,8800,466061,7.38,2.2396246041126937,1.0,13.62
Q-Learning,11,9200,471338,7.1,2.3408528011677054,1.0,13.9
Q-Learning,11,9600,476729,7.9,2.998298837402194,1.0,13.1
Q-Learning,11,10000,482160,8.0,2.276768207215604,1.0,13.0
Q-Learning,12,1,200,-818.08,275.2279826779603,0.02,197.32
Q-Learning,12,400,77900,-200.0,0.0,0.0,200.0
Q-Learning,12,800,151107,-161.86,82.2338651130334,0.18,165.64
Q-Learning,12,1200,210294,-70.32,102.56912850584712,0.62,83.34
Q-Learning,12,1600,255629,-16.5,68.48990689830711,0.88,34.98
Q-Learning,12,2000,287124,-0.2,41.26420596446212,0.96,20.36
Q-Learning,12,2400,311217,-5.0,49.832372069995316,0.94,24.74
Q-Learning,12,2800,331139,8.18,2.4882581400306063,1.0,12.82
Q-Learning,12,3200,347616,8.02,2.5434188785641925,1.0,12.98
Q-Learning,12,3600,362297,8.7,2.4011051877102303,1.0,12.3
Q-Learning,12,4000,374883,7.68,2.574918266981042,1.0,13.32
Q-Learning,12,4400,386225,7.84,2.6905731124556693,1.0,13.16
Q-Learning,12,4800,396059,7.94,2.7435267039907236,1.0,13.06
Q-Learning,12,5200,405112,8.54,2.929163703175362,1.0,12.46
Q-Learning,12,5600,413471,7.7,2.5813301427989503,1.0,13.3
Q-Learning,12,6000,421163,7.34,2.4711395371862146,1.0,13.66
